-1007	▁marrow	--unknown--
-1009	▁relation	--unknown--
-1010	▁endoscopic	--unknown--
-1012	▁variables	--unknown--
-1014	▁5-	--unknown--
-1015	▁vivo	--unknown--
-1016	▁demonstrate	--unknown--
-1018	▁suggested	--unknown--
-1020	▁50%	--unknown--
-1021	7%	--unknown--
-1022	▁portal	--unknown--
-1023	echocardiography	--unknown--
-1024	▁affected	--unknown--
-1028	▁indicated	--unknown--
-1030	cor	--unknown--
-1031	▁o	--unknown--
-1033	▁diastolic	--unknown--
-1034	▁prolonged	--unknown--
-1038	▁presentation	--unknown--
-1042	▁remaining	--unknown--
-1043	▁grafts	--unknown--
-1045	dose	--unknown--
-1047	▁micrograms	--unknown--
-1051	▁fistula	--unknown--
-1052	▁cervical	--unknown--
-1054	positive	--unknown--
-1055	▁0.001)	--unknown--
-1058	▁pregnancy	--unknown--
-1059	▁angina	--unknown--
-1061	▁hemodynamic	--unknown--
-1062	▁angiography	--unknown--
-1064	having	--unknown--
-1065	▁thrombosis	--unknown--
-1066	▁adenocarcinoma	--unknown--
-1067	free	--unknown--
-1068	▁problems	--unknown--
-1069	▁0.5	--unknown--
-1070	▁conventional	--unknown--
-1076	▁cirrhosis	--unknown--
-1077	▁intestinal	--unknown--
-1078	▁posterior	--unknown--
-1079	▁statistically	--unknown--
-1081	▁thyroid	--unknown--
-1082	▁hypo	--unknown--
-1084	▁RESULTS	--unknown--
-1085	▁diarrhea	--unknown--
-1086	▁proximal	--unknown--
-1092	▁neurologic	--unknown--
-1093	▁spontaneous	--unknown--
-1096	▁basis	--unknown--
-1101	▁ability	--unknown--
-1102	▁dissection	--unknown--
-1103	▁pylori	--unknown--
-1104	▁assay	--unknown--
-1106	ml	--unknown--
-1108	5%	--unknown--
-1109	▁screening	--unknown--
-1110	▁infections	--unknown--
-1111	▁Clinical	--unknown--
-1112	pulmonary	--unknown--
-1118	vascular	--unknown--
-1119	▁situ	--unknown--
-1120	▁trauma	--unknown--
-1121	▁removal	--unknown--
-1122	ile	--unknown--
-1123	range	--unknown--
-1127	▁vessels	--unknown--
-1130	▁x	--unknown--
-1134	blind	--unknown--
-1135	▁pancreatitis	--unknown--
-1138	▁reconstruction	--unknown--
-1141	▁membrane	--unknown--
-1143	▁selected	--unknown--
-1144	specially	--unknown--
-1146	▁characterized	--unknown--
-1148	▁persistent	--unknown--
-1154	▁bilateral	--unknown--
-1156	▁receptors	--unknown--
-1158	▁particularly	--unknown--
-1166	▁0.01).	--unknown--
-1167	▁Effect	--unknown--
-1168	▁measurements	--unknown--
-1169	▁0.2	--unknown--
-1174	▁shunt	--unknown--
-1175	▁increases	--unknown--
-1176	▁0.001).	--unknown--
-1177	▁emergency	--unknown--
-1179	▁defined	--unknown--
-1180	treated	--unknown--
-1181	▁bladder	--unknown--
-1182	▁documented	--unknown--
-1183	genic	--unknown--
-1189	▁0.01)	--unknown--
-1192	▁cerebro	--unknown--
-1193	▁urinary	--unknown--
-1195	▁defects	--unknown--
-1196	▁degrees	--unknown--
-1199	▁adverse	--unknown--
-1200	▁individuals	--unknown--
-1201	▁transient	--unknown--
-1202	▁ovarian	--unknown--
-1203	▁asymptomatic	--unknown--
-1206	▁mucosa	--unknown--
-1208	▁34	--unknown--
-1209	▁aged	--unknown--
-1211	▁induction	--unknown--
-1212	▁squamous	--unknown--
-1213	▁arrhythmias	--unknown--
-1214	ted	--unknown--
-1215	▁aorta	--unknown--
-1219	specific	--unknown--
-1220	ventricular	--unknown--
-1221	ecause	--unknown--
-1222	yr	--unknown--
-1223	▁binding	--unknown--
-1224	▁differentiation	--unknown--
-1225	▁regression	--unknown--
-1227	6)	--unknown--
-1228	nervous	--unknown--
-1229	▁failed	--unknown--
-1233	▁sustained	--unknown--
-1234	▁successfully	--unknown--
-1235	▁significance	--unknown--
-1238	▁monoclonal	--unknown--
-1243	plus	--unknown--
-1245	▁duodenal	--unknown--
-1246	▁tested	--unknown--
-1247	▁pathologic	--unknown--
-1249	▁kidney	--unknown--
-1250	▁headache	--unknown--
-1252	▁necessary	--unknown--
-1254	▁toxicity	--unknown--
-1256	▁seizures	--unknown--
-1257	▁progression	--unknown--
-1258	▁colorectal	--unknown--
-1260	▁Thirty	--unknown--
-1262	ens	--unknown--
-1263	two	--unknown--
-1264	▁(8	--unknown--
-1265	▁edema	--unknown--
-1266	▁patterns	--unknown--
-1271	▁occurrence	--unknown--
-1272	▁tumour	--unknown--
-1276	▁controlled	--unknown--
-1277	▁fetal	--unknown--
-1278	▁drainage	--unknown--
-1279	▁nodes	--unknown--
-1283	▁remains	--unknown--
-1284	▁established	--unknown--
-1287	ero	--unknown--
-1288	3)	--unknown--
-1290	▁diseases	--unknown--
-1291	▁temporal	--unknown--
-1292	▁diabetes	--unknown--
-1293	▁recorded	--unknown--
-1294	▁tr	--unknown--
-1295	▁inhibitor	--unknown--
-1297	▁delayed	--unknown--
-1299	▁suspected	--unknown--
-1300	▁laboratory	--unknown--
-1303	▁expressed	--unknown--
-1305	▁(1)	--unknown--
-1306	▁0.4	--unknown--
-1307	▁relapse	--unknown--
-1309	▁tissues	--unknown--
-1310	▁confidence	--unknown--
-1314	▁importance	--unknown--
-1315	▁residual	--unknown--
-1317	%)	--unknown--
-1318	four	--unknown--
-1320	▁ejection	--unknown--
-1321	▁pathogenesis	--unknown--
-1322	▁ventricle	--unknown--
-1323	5)	--unknown--
-1325	▁trials	--unknown--
-1326	▁metabolic	--unknown--
-1327	▁metastasis	--unknown--
-1328	▁activation	--unknown--
-1329	▁diabetic	--unknown--
-1331	▁0.7	--unknown--
-1332	amine	--unknown--
-1334	radi	--unknown--
-1337	▁adults	--unknown--
-1338	spinal	--unknown--
-1342	▁despite	--unknown--
-1343	▁femoral	--unknown--
-1345	▁epithelial	--unknown--
-1346	▁ultrasound	--unknown--
-1347	▁ST	--unknown--
-1348	grade	--unknown--
-1349	▁bacterial	--unknown--
-1350	▁LV	--unknown--
-1352	▁0.8	--unknown--
-1356	▁mucosal	--unknown--
-1357	▁invasive	--unknown--
-1359	▁impairment	--unknown--
-1361	▁congenital	--unknown--
-1362	▁malignancy	--unknown--
-1364	▁intracranial	--unknown--
-1366	volving	--unknown--
-1367	▁heparin	--unknown--
-1368	▁secretion	--unknown--
-1369	.2%	--unknown--
-1370	▁diet	--unknown--
-1371	▁uptake	--unknown--
-1375	▁parameters	--unknown--
-1376	▁Treatment	--unknown--
-1377	▁depression	--unknown--
-1379	1)	--unknown--
-1381	▁fat	--unknown--
-1383	three	--unknown--
-1384	▁remission	--unknown--
-1385	▁intraoperative	--unknown--
-1388	pt	--unknown--
-1389	▁(2)	--unknown--
-1390	▁lateral	--unknown--
-1391	▁scores	--unknown--
-1392	▁specificity	--unknown--
-1393	▁supra	--unknown--
-1394	ture	--unknown--
-1395	▁discharge	--unknown--
-1397	▁regurgitation	--unknown--
-1398	pho	--unknown--
-1406	▁predictive	--unknown--
-1408	phy	--unknown--
-1410	▁intake	--unknown--
-1412	▁probab	--unknown--
-1414	▁sensitive	--unknown--
-1418	▁images	--unknown--
-1419	rate	--unknown--
-1420	▁cardiomyopathy	--unknown--
-1422	rh	--unknown--
-1423	▁inhibition	--unknown--
-1424	▁congesti	--unknown--
-1425	▁survivors	--unknown--
-1426	▁velocity	--unknown--
-1427	▁retinal	--unknown--
-1428	▁(9	--unknown--
-1429	▁maximal	--unknown--
-1430	emia	--unknown--
-1431	▁experienced	--unknown--
-1435	ability	--unknown--
-1437	4)	--unknown--
-1438	▁conduction	--unknown--
-1439	▁inflammation	--unknown--
-1440	▁2-	--unknown--
-1441	▁hypothesis	--unknown--
-1442	▁metabolism	--unknown--
-1445	▁collagen	--unknown--
-1447	▁therefore	--unknown--
-1449	▁0.3	--unknown--
-1450	▁cellular	--unknown--
-1453	▁appeared	--unknown--
-1456	▁colonic	--unknown--
-1457	▁contribute	--unknown--
-1458	lip	--unknown--
-1459	tive	--unknown--
-1460	▁65	--unknown--
-1461	▁carrie	--unknown--
-1463	▁childhood	--unknown--
-1465	▁Crohn	--unknown--
-1467	▁impaired	--unknown--
-1469	▁smoking	--unknown--
-1474	br	--unknown--
-1475	▁occurring	--unknown--
-1476	▁operations	--unknown--
-1477	▁infarct	--unknown--
-1479	▁genes	--unknown--
-1482	▁gallbladder	--unknown--
-1483	▁younger	--unknown--
-1484	esophageal	--unknown--
-1487	eth	--unknown--
-1488	▁admission	--unknown--
-1491	▁clearance	--unknown--
-1492	▁CONCLUSIONS	--unknown--
-1495	▁occurs	--unknown--
-1496	▁0.6	--unknown--
-1497	▁hyperplasia	--unknown--
-1498	▁radiotherapy	--unknown--
-1499	▁comparable	--unknown--
-1501	tosis	--unknown--
-1502	immunodeficiency	--unknown--
-1504	▁mRNA	--unknown--
-1508	▁0.9	--unknown--
-1511	▁proliferation	--unknown--
-1512	▁colitis	--unknown--
-1515	▁eyes	--unknown--
-1516	▁initially	--unknown--
-1517	▁excision	--unknown--
-1518	▁prospectively	--unknown--
-1521	▁provided	--unknown--
-1529	▁transfusion	--unknown--
-1532	▁endo	--unknown--
-1537	▁cutaneous	--unknown--
-1538	▁deficiency	--unknown--
-1539	▁excellent	--unknown--
-1540	gram	--unknown--
-1541	month	--unknown--
-1542	▁10%	--unknown--
-1544	2,	--unknown--
-1546	▁aspiration	--unknown--
-1549	▁MR	--unknown--
-1551	▁selective	--unknown--
-1552	▁pelvic	--unknown--
-1553	six	--unknown--
-1555	associated	--unknown--
-1556	▁scan	--unknown--
-1557	▁cancers	--unknown--
-1558	▁1.0	--unknown--
-1559	▁(10	--unknown--
-1560	▁renin	--unknown--
-1562	▁pH	--unknown--
-1565	histochemical	--unknown--
-1566	▁fibrosis	--unknown--
-1567	▁rectal	--unknown--
-1568	eal	--unknown--
-1570	▁39	--unknown--
-1571	▁rupture	--unknown--
-1573	rial	--unknown--
-1574	▁markedly	--unknown--
-1576	▁1)	--unknown--
-1577	▁neurological	--unknown--
-1581	▁quality	--unknown--
-1582	▁hypertrophy	--unknown--
-1583	▁anastomosis	--unknown--
-1584	▁induce	--unknown--
-1585	▁2)	--unknown--
-1586	▁mu	--unknown--
-1587	five	--unknown--
-1588	.3%	--unknown--
-1591	▁basal	--unknown--
-1592	▁neoplasms	--unknown--
-1593	▁none	--unknown--
-1594	▁Study	--unknown--
-1595	▁thoracic	--unknown--
-1596	▁cystic	--unknown--
-1597	▁injuries	--unknown--
-1598	▁facial	--unknown--
-1600	greater	--unknown--
-1602	▁reports	--unknown--
-1604	▁manifestations	--unknown--
-1605	▁synthesis	--unknown--
-1607	▁compression	--unknown--
-1608	rin	--unknown--
-1611	▁responsible	--unknown--
-1612	▁Forty	--unknown--
-1615	▁mechanical	--unknown--
-1624	rom	--unknown--
-1627	▁underly	--unknown--
-1630	▁hematoma	--unknown--
-1633	▁provides	--unknown--
-1635	▁reflux	--unknown--
-1637	▁endothelial	--unknown--
-1638	▁hypotension	--unknown--
-1639	▁sarcoma	--unknown--
-1640	▁aneurysms	--unknown--
-1642	▁histological	--unknown--
-1644	▁deletion	--unknown--
-1646	▁+	--unknown--
-1647	.4%	--unknown--
-1651	▁leukocyte	--unknown--
-1652	▁rather	--unknown--
-1656	▁immune	--unknown--
-1657	▁anesthesia	--unknown--
-1658	▁stent	--unknown--
-1659	▁commonly	--unknown--
-1663	▁conducted	--unknown--
-1664	▁retrospective	--unknown--
-1665	een	--unknown--
-1666	▁circulation	--unknown--
-1671	▁viral	--unknown--
-1673	▁44	--unknown--
-1674	▁95%	--unknown--
-1675	▁accuracy	--unknown--
-1677	▁elective	--unknown--
-1678	▁CSF	--unknown--
-1682	2-	--unknown--
-1683	▁marker	--unknown--
-1685	▁patency	--unknown--
-1686	▁another	--unknown--
-1687	▁thus	--unknown--
-1688	▁enhanced	--unknown--
-1689	▁regions	--unknown--
-1690	los	--unknown--
-1692	▁immediately	--unknown--
-1694	▁Results	--unknown--
-1696	▁hepatocellular	--unknown--
-1697	▁markers	--unknown--
-1698	▁fever	--unknown--
-1699	otomy	--unknown--
-1700	6%	--unknown--
-1701	▁lymphocytes	--unknown--
-1702	late	--unknown--
-1706	negative	--unknown--
-1708	▁abnormality	--unknown--
-1710	▁continued	--unknown--
-1711	▁measures	--unknown--
-1713	▁saline	--unknown--
-1714	▁catheterization	--unknown--
-1715	▁focal	--unknown--
-1719	▁myo	--unknown--
-1720	▁spontaneously	--unknown--
-1721	▁dys	--unknown--
-1725	▁prevention	--unknown--
-1726	▁alterations	--unknown--
-1727	CR	--unknown--
-1728	▁maintained	--unknown--
-1729	▁100%	--unknown--
-1732	▁lipid	--unknown--
-1735	▁flap	--unknown--
-1736	.8%	--unknown--
-1737	▁recognized	--unknown--
-1738	▁1-	--unknown--
-1742	▁repeated	--unknown--
-1743	▁prostate	--unknown--
-1747	▁sinc	--unknown--
-1749	▁cysts	--unknown--
-1750	9)	--unknown--
-1752	eight	--unknown--
-1753	▁forms	--unknown--
-1754	▁persons	--unknown--
-1755	▁altered	--unknown--
-1757	CD	--unknown--
-1758	▁Furthermore	--unknown--
-1761	based	--unknown--
-1762	▁sphincter	--unknown--
-1763	▁investigate	--unknown--
-1764	▁proteins	--unknown--
-1766	risk	--unknown--
-1767	▁untreated	--unknown--
-1768	▁developing	--unknown--
-1770	came	--unknown--
-1771	▁antigens	--unknown--
-1773	▁delivery	--unknown--
-1775	▁physicians	--unknown--
-1776	▁fibro	--unknown--
-1779	▁meningitis	--unknown--
-1780	methyl	--unknown--
-1781	▁20%	--unknown--
-1782	▁intervals	--unknown--
-1783	▁0.01	--unknown--
-1784	▁Therefore	--unknown--
-1785	▁adrenal	--unknown--
-1786	8)	--unknown--
-1787	▁nuclear	--unknown--
-1790	▁staining	--unknown--
-1792	▁hypoxia	--unknown--
-1793	lytic	--unknown--
-1794	▁needed	--unknown--
-1795	abdominal	--unknown--
-1796	.6%	--unknown--
-1797	lat	--unknown--
-1798	PD	--unknown--
-1801	gene	--unknown--
-1803	▁angiotensin	--unknown--
-1807	▁Acute	--unknown--
-1811	▁amino	--unknown--
-1813	ologic	--unknown--
-1814	▁completely	--unknown--
-1815	ES	--unknown--
-1817	▁consumption	--unknown--
-1819	▁unilateral	--unknown--
-1820	▁ulcers	--unknown--
-1821	either	--unknown--
-1822	▁angio	--unknown--
-1823	▁ECG	--unknown--
-1824	▁scans	--unknown--
-1825	▁72	--unknown--
-1830	▁pressures	--unknown--
-1831	2+	--unknown--
-1833	▁pacing	--unknown--
-1834	▁obstructive	--unknown--
-1836	▁tumours	--unknown--
-1837	▁dilatation	--unknown--
-1838	▁observations	--unknown--
-1842	▁sclerosis	--unknown--
-1843	▁gastro	--unknown--
-1844	▁OB	--unknown--
-1846	ECTIVE	--unknown--
-1848	▁possibility	--unknown--
-1849	▁varices	--unknown--
-1854	▁intensity	--unknown--
-1855	▁46	--unknown--
-1858	▁CA	--unknown--
-1860	▁ultrasonography	--unknown--
-1862	▁microscopic	--unknown--
-1864	▁regimen	--unknown--
-1866	▁segments	--unknown--
-1867	▁pa	--unknown--
-1869	▁AIDS	--unknown--
-1870	▁Intra	--unknown--
-1871	alpha	--unknown--
-1872	▁examine	--unknown--
-1873	▁atrophy	--unknown--
-1876	▁generally	--unknown--
-1878	ified	--unknown--
-1879	▁thallium	--unknown--
-1880	▁0.03	--unknown--
-1881	▁lobe	--unknown--
-1883	▁recently	--unknown--
-1884	▁Us	--unknown--
-1885	▁abscess	--unknown--
-1886	▁MRI	--unknown--
-1887	▁dysplasia	--unknown--
-1888	▁cisplatin	--unknown--
-1889	▁0.05	--unknown--
-1892	▁density	--unknown--
-1893	▁angiographic	--unknown--
-1897	▁echocardiograph	--unknown--
-1899	▁interferon	--unknown--
-1900	▁recommended	--unknown--
-1901	genesis	--unknown--
-1902	▁threshold	--unknown--
-1903	▁pneumonia	--unknown--
-1904	7)	--unknown--
-1907	▁autopsy	--unknown--
-1909	▁quantitative	--unknown--
-1911	▁Fro	--unknown--
-1912	▁90%	--unknown--
-1913	▁pancreas	--unknown--
-1914	▁dilated	--unknown--
-1915	▁idiopathic	--unknown--
-1918	timal	--unknown--
-1920	▁models	--unknown--
-1922	▁ascites	--unknown--
-1924	▁airway	--unknown--
-1925	AND	--unknown--
-1928	CL	--unknown--
-1930	▁containing	--unknown--
-1931	▁postoperatively	--unknown--
-1932	▁adenomas	--unknown--
-1934	▁irradiation	--unknown--
-1935	vascularization	--unknown--
-1936	▁Fifty	--unknown--
-1937	▁acquired	--unknown--
-1938	EP	--unknown--
-1940	▁epidural	--unknown--
-1941	▁infected	--unknown--
-1942	▁taken	--unknown--
-1943	▁differential	--unknown--
-1946	▁predicted	--unknown--
-1948	▁Surgical	--unknown--
-1949	nine	--unknown--
-1950	▁47	--unknown--
-1951	▁adjuvant	--unknown--
-1952	▁descending	--unknown--
-1953	▁epilepsy	--unknown--
-1954	▁maintenance	--unknown--
-1955	▁restenosis	--unknown--
-1956	▁scanning	--unknown--
-1962	▁estrogen	--unknown--
-1964	▁expected	--unknown--
-1966	▁toxic	--unknown--
-1967	▁dementia	--unknown--
-1969	▁SD	--unknown--
-1970	▁directly	--unknown--
-1971	▁upon	--unknown--
-1972	▁estimated	--unknown--
-1973	▁properties	--unknown--
-1975	▁reflex	--unknown--
-1976	tumor	--unknown--
-1977	▁effusion	--unknown--
-1981	▁operated	--unknown--
-1983	▁compare	--unknown--
-1985	adrenergic	--unknown--
-1986	▁cohort	--unknown--
-1987	▁earlier	--unknown--
-1989	stage	--unknown--
-1990	▁dietary	--unknown--
