-260	▁20	-300	▁20
-261	term	-2562	term
-262	▁imaging	-12201,-21	▁imag,ing
-263	▁plasma	-11052,-49,-8,-1396	▁pl,a,s,ma
-264	▁common	-685	▁common
-265	▁postoperative	-519,-16952	▁post,operative
-266	▁vascular	-11878,-3584	▁vas,cular
-267	▁aortic	-20,-441,-1944	▁a,or,tic
-268	▁M	-152	▁M
-269	▁15	-290	▁15
-270	▁injury	-17,-3024,-254	▁in,ju,ry
-271	▁evidence	-1531	▁evidence
-272	r	-129	r
-273	▁positive	-1525	▁positive
-274	▁six	-499	▁six
-275	▁protein	-1251	▁protein
-276	▁different	-443	▁different
-277	▁system	-325	▁system
-278	▁cerebral	-17613,-71	▁cerebr,al
-279	▁over	-95	▁over
-280	▁among	-529	▁among
-281	▁It	-66	▁It
-282	▁demonstrated	-5590,-12	▁demonstrat,ed
-283	▁determine	-3222	▁determine
-284	▁conclude	-6805	▁conclude
-285	▁following	-226	▁following
-286	▁growth	-856,-77	▁grow,th
-287	▁dose	-24054	▁dose
-288	▁could	-311	▁could
-289	▁11	-328	▁11
-290	▁related	-1448	▁related
-291	▁controls	--unknown--
-292	▁DNA	-2442	▁DNA
-293	▁muscle	-4530	▁muscle
-294	▁received	-248,-12	▁receiv,ed
-295	▁role	-393	▁role
-296	▁decreased	-5731,-12	▁decreas,ed
-297	▁potential	-1651	▁potential
-298	▁equal	-2508	▁equal
-299	▁8	-329	▁8
-300	▁result	-396	▁result
-301	▁However	-726,-473	▁Howe,ver
-302	3	-682	3
-303	▁hours	-1446	▁hours
-304	▁each	-15,-277	▁,each
-305	▁obtained	-1286,-12	▁obtain,ed
-306	▁breast	-7950	▁breast
-307	▁anti	-1214	▁anti
-308	▁brain	-4044	▁brain
-309	▁reduced	-2065,-12	▁reduc,ed
-310	induced	-15022,-12	induc,ed
-311	▁level	-434	▁level
-312	▁because	-46,-309	▁be,cause
-313	▁7	-320	▁7
-314	▁initial	-760	▁initial
-315	▁rates	-15,-10444	▁,rates
-316	▁II	-602	▁II
-317	▁development	-487	▁development
-318	▁malignant	-29374,-2949	▁malign,ant
-319	▁H	-353	▁H
-320	▁valve	-19437	▁valve
-321	▁acid	-3991	▁acid
-322	▁small	-368	▁small
-323	▁Patients	-3674,-702,-14236	▁Pat,ie,nts
-324	▁gastric	-607,-12723	▁gas,tric
-325	▁management	-1455	▁management
-326	▁bypass	-14599	▁bypass
-327	▁30	-459	▁30
-328	▁outcome	-5548	▁outcome
-329	▁important	-814	▁important
-330	▁undergo	-6725	▁undergo
-331	▁measured	-6356,-12	▁measur,ed
-332	▁D	-137	▁D
-333	▁major	-503	▁major
-334	▁weeks	-15,-20170,-5868	▁,wee,ks
-335	▁14	-406	▁14
-336	▁vs	-5744	▁vs
-337	▁24	-625	▁24
-338	a	-49	a
-339	▁test	-959	▁test
-340	▁evaluated	-10203,-12	▁evaluat,ed
-341	▁seen	-1048	▁seen
-342	▁resection	-341,-17136	▁re,section
-343	▁identified	-1770,-12	▁identifi,ed
-344	▁including	-165,-21	▁includ,ing
-345	▁effective	-2137	▁effective
-346	▁required	-1162,-12	▁requir,ed
-347	▁cause	-1094	▁cause
-348	"	--unknown--
-349	▁virus	-2558	▁virus
-350	▁technique	-1702	▁technique
-351	▁evaluation	-8703	▁evaluation
-352	▁cent	-7689	▁cent
-353	▁some	-142	▁some
-354	▁examined	-6699,-12	▁examin,ed
-355	▁number	-178	▁number
-356	▁beta	-10154	▁beta
-357	▁"	--unknown--
-358	▁our	-1550	▁our
-359	▁abnormalities	-11069,-62	▁abnormalit,ies
-360	▁multiple	-1386	▁multiple
-361	▁examination	-4090	▁examination
-362	▁No	-433	▁No
-363	▁drug	-3071	▁drug
-364	▁any	-356	▁any
-365	▁gene	-1999	▁gene
-366	▁procedure	-2629	▁procedure
-367	▁large	-371	▁large
-368	▁new	-110	▁new
-369	▁m	-1042	▁m
-370	▁lung	-4905	▁lung
-371	▁chemotherapy	--unknown--
-372	▁history	-420	▁history
-373	▁18	-147	▁18
-374	▁differences	-4320,-191,-502,-81	▁differ,en,c,es
-375	▁Of	-2109	▁Of
-376	▁exercise	-2928	▁exercise
-377	▁followed	-610,-12	▁follow,ed
-378	▁revealed	-837,-12	▁reveal,ed
-379	▁single	-281	▁single
-380	▁expression	-2774	▁expression
-381	▁presented	-432,-12	▁present,ed
-382	▁nerve	-5032	▁nerve
-383	▁stroke	-8060	▁stroke
-384	▁hepatic	-2004,-8880,-4353	▁h,ep,atic
-385	▁men	-373	▁men
-386	▁Although	-358,-454	▁Al,though
-387	▁operation	-820	▁operation
-388	▁bone	-5173	▁bone
-389	▁alpha	-15,-26344	▁,alpha
-390	▁recurrent	-341,-14125	▁re,current
-391	▁model	-345	▁model
-392	▁reduction	-3703	▁reduction
-393	▁specific	-1109	▁specific
-394	▁whereas	-369,-3542,-3728	▁w,her,eas
-395	▁stenosis	-15,-8,-259,-948,-1600	▁,s,te,no,sis
-396	▁Hg	--unknown--
-397	▁difference	-1536	▁difference
-398	▁year	-136	▁year
-399	▁population	-757	▁population
-400	mean	-162,-4326	m,ean
-401	▁atrial	-20,-7885,-71	▁a,tri,al
-402	▁contrast	-3597	▁contrast
-403	▁duration	-5994	▁duration
-404	kg	-7815	kg
-405	▁16	-315	▁16
-406	▁angioplasty	-15,-12727,-4370,-775,-8,-974	▁,angi,op,la,s,ty
-407	▁detected	-3585,-12	▁detect,ed
-408	▁13	-401	▁13
-409	▁One	-510	▁One
-410	▁area	-269	▁area
-411	▁indicate	-2275	▁indicate
-412	▁features	-715,-81	▁featur,es
-413	▁possible	-1165	▁possible
-414	▁biopsy	--unknown--
-415	▁included	-436	▁included
-416	▁fluid	-8206	▁fluid
-417	▁loss	-920	▁loss
-418	▁seven	-851	▁seven
-419	▁administration	-2800	▁administration
-420	-1	-3445	-1
-421	tic	-1944	tic
-422	▁complete	-644	▁complete
-423	▁stage	-711	▁stage
-424	▁un	-276	▁un
-425	▁relative	-1619	▁relative
-426	▁concentrations	-4131,-15868,-709,-13826	▁con,cent,ra,tions
-427	▁abnormal	-11373	▁abnormal
-428	▁minutes	-1245	▁minutes
-429	▁eight	-722	▁eight
-430	▁trans	-3484	▁trans
-431	▁same	-229	▁same
-432	▁through	-128	▁through
-433	▁died	-287,-12	▁di,ed
-434	▁placebo	-207,-4410	▁place,bo
-435	▁Two	-1173	▁Two
-436	▁index	-6663	▁index
-437	▁while	-181	▁while
-438	▁if	-452	▁if
-439	▁method	-854	▁method
-440	▁diagnostic	-12293	▁diagnostic
-441	▁induced	-17020,-12	▁induc,ed
-442	▁previously	-799	▁previously
-443	▁considered	-477,-12	▁consider,ed
-444	▁review	-608	▁review
-445	▁hemorrhage	-15,-6143,-441,-129,-16150	▁,hem,or,r,hage
-446	old	-1110	old
-447	▁peripheral	-17717	▁peripheral
-448	▁change	-439	▁change
-449	▁described	-624,-12	▁describ,ed
-450	er	-53	er
-451	▁recurrence	-7776,-5162	▁recurr,ence
-452	or	-441	or
-453	▁ischemic	-15,-14122,-24076	▁,ische,mic
-454	▁concentration	-3971	▁concentration
-455	▁whether	-1091,-407	▁wh,ether
-456	▁bleeding	-23616,-21	▁bleed,ing
-457	ve	-598	ve
-458	▁show	-149	▁show
-459	▁An	-565	▁An
-460	▁decrease	-5483	▁decrease
-461	▁end	-186	▁end
-462	▁often	-536	▁often
-463	▁second	-150	▁second
-464	▁values	-30224,-81	▁valu,es
-465	▁caused	-1036,-12	▁caus,ed
-466	▁volume	-2416	▁volume
-467	▁frequency	-29989,-15643,-7890	▁fre,qu,ency
-468	▁infants	-17,-834,-3153	▁in,f,ants
-469	▁9	-430	▁9
-470	ar	-594	ar
-471	▁alone	-15,-3472	▁,alone
-472	▁further	-704	▁further
-473	▁addition	-735	▁addition
-474	▁intra	-13331	▁intra
-475	▁N	-297	▁N
-476	▁occlusion	-15,-9412,-22535	▁,oc,clusion
-477	▁local	-336	▁local
-478	▁ratio	-4647	▁ratio
-479	st	-86	st
-480	▁hepatitis	-23735,-13064	▁hepati,tis
-481	min	-5712	min
-482	us	-167	us
-483	▁vein	-7132	▁vein
-484	▁skin	-3228	▁skin
-485	▁elevated	-6514,-12	▁elevat,ed
-486	▁arteries	-8807,-81	▁arteri,es
-487	▁lesion	-19226	▁lesion
-488	▁infusion	-17,-17074	▁in,fusion
-489	▁approach	-1184	▁approach
-490	▁determined	-2518	▁determined
-491	▁given	-539	▁given
-492	▁leukemia	-17622,-9158	▁leuk,emia
-493	▁weight	-2611	▁weight
-494	▁abdominal	-23030,-18560	▁abdom,inal
-495	▁post	-519	▁post
-496	▁At	-260	▁At
-497	▁wall	-1220	▁wall
-498	▁they	-15,-77,-961	▁,th,ey
-499	▁late	-511	▁late
-500	▁useful	-5051	▁useful
-501	▁receptor	-13592	▁receptor
-502	▁e	-361	▁e
-503	▁systemic	-11578	▁systemic
-504	▁care	-1457	▁care
-505	▁however	-294,-249	▁how,ever
-506	▁correlated	-19658,-12	▁correlat,ed
-507	▁value	-1192	▁value
-508	▁improved	-3207,-12	▁improv,ed
-509	▁hospital	-1188	▁hospital
-510	▁venous	-15,-12966	▁,venous
-511	▁procedures	-24123,-12,-14961	▁proc,ed,ures
-512	▁reviewed	-608,-12	▁review,ed
-513	-2	-5275	-2
-514	▁oral	-69,-71	▁or,al
-515	▁day	-386	▁day
-516	▁25	-450	▁25
-517	▁medical	-871	▁medical
-518	▁17	-222	▁17
-519	▁hypertensive	-15,-29391,-598	▁,hypertensi,ve
-520	▁After	-151	▁After
-521	▁authors	-4594	▁authors
-522	▁negative	-2687	▁negative
-523	▁life	-185	▁life
-524	▁L	-240	▁L
-525	▁graft	-23026	▁graft
-526	4	-1107	4
-527	L	-1579	L
-528	▁trial	-1468	▁trial
-529	▁F	-288	▁F
-530	▁electro	-8371	▁electro
-531	S	-209	S
-532	▁correlation	-8409	▁correlation
-533	▁average	-1150	▁average
-534	cell	-15076	cell
-535	▁stress	-4655	▁stress
-536	▁cholesterol	-26267,-1928,-2365	▁chole,ster,ol
-537	▁randomized	-15,-21434,-12	▁,randomiz,ed
-538	▁standard	-1878	▁standard
-539	▁consecutive	-2740	▁consecutive
-540	t	-55	t
-541	▁size	-1244	▁size
-542	▁status	-1721	▁status
-543	▁spinal	-7253,-71	▁spin,al
-544	▁anterior	-15611	▁anterior
-545	▁support	-256	▁support
-546	▁50	-951	▁50
-547	▁antigen	-22568	▁antigen
-548	▁animals	-1760	▁animals
-549	▁functional	-6214	▁functional
-550	▁40	-1247	▁40
-551	▁pancreatic	-8293,-15037,-215	▁pan,creat,ic
-552	▁association	-2120	▁association
-553	▁resonance	-15592,-192	▁resonan,ce
-554	▁experience	-876	▁experience
-555	▁metastatic	-8838,-86,-4353	▁meta,st,atic
-556	▁transplantation	-5473,-218	▁transplant,ation
-557	▁central	-1303	▁central
-558	▁On	-90	▁On
-559	▁mitral	-1042,-1590,-9111	▁m,it,ral
-560	▁carotid	-664,-2948,-1819	▁car,ot,id
-561	▁site	-366	▁site
-562	▁metastases	-8838,-8260,-8,-81	▁meta,sta,s,es
-563	▁calcium	-22894,-342	▁calci,um
-564	▁cm	-5461	▁cm
-565	▁dysfunction	-5159,-8,-22623	▁dy,s,function
-566	▁antibodies	-24009,-62	▁antibod,ies
-567	▁0.05).	--unknown--
-568	▁complication	-8432	▁complication
-569	▁antibody	-1214,-2622	▁anti,body
-570	▁course	-901	▁course
-571	▁respiratory	-19390,-19883	▁respi,ratory
-572	▁0.05)	--unknown--
-573	▁overall	-95,-872	▁over,all
-574	▁pre	-1058	▁pre
-575	▁free	-649	▁free
-576	related	-3847	related
-577	▁balloon	-7939	▁balloon
-578	▁frequently	-1809,-34	▁frequent,ly
-579	on	-83	on
-580	▁Twenty	-8960	▁Twenty
-581	▁improvement	-3860	▁improvement
-582	▁Doppler	-137,-19553,-53	▁D,oppl,er
-583	▁body	-894	▁body
-584	▁assess	-5163	▁assess
-585	▁onset	-29,-3900	▁on,set
-586	▁vitro	-5243,-7627	▁vi,tro
-587	▁Thus	-4803,-167	▁Th,us
-588	▁re	-341	▁re
-589	▁chest	-7525	▁chest
-590	▁tract	-12633	▁tract
-591	▁21	-546	▁21
-592	▁Group	-738	▁Group
-593	▁repair	-2206	▁repair
-594	▁short	-505	▁short
-595	▁assessed	-5163,-12	▁assess,ed
-596	▁deaths	--unknown--
-597	▁19	-171	▁19
-598	▁least	-1714,-6858	▁l,east
-599	▁assessment	-5326	▁assessment
-600	▁nine	-1346	▁nine
-601	▁interval	-8160	▁interval
-602	▁morbidity	-30168,-1444,-1819,-199	▁mor,b,id,ity
-603	▁range	-1001	▁range
-604	▁responses	-830,-81,-16619,-8,-81	▁r,es,pon,s,es
-605	▁diagnosed	-7846,-12	▁diagnos,ed
-606	▁previous	-883	▁previous
-607	▁out	-134	▁out
-608	▁specimens	--unknown--
-609	▁preoperative	-1058,-16952	▁pre,operative
-610	l	-75	l
-611	▁tomography	-15,-9460,-6673	▁,tom,ography
-612	▁secondary	-2810	▁secondary
-613	▁stimulation	-13922,-92	▁stimulat,ion
-614	▁events	-21782,-14236	▁eve,nts
-615	bout	-1444,-214	b,out
-616	▁upper	-2356	▁upper
-617	▁combined	-1658	▁combined
-618	▁appears	-21675,-49,-3539	▁appe,a,rs
-619	▁pattern	-2201	▁pattern
-620	▁inflammatory	-15477,-823	▁inflammat,ory
-621	▁rare	-2321	▁rare
-622	▁mice	-15,-13431	▁,mice
-623	▁will	-224	▁will
-624	▁prospective	-5114,-878	▁prospect,ive
-625	▁mass	-2172	▁mass
-626	▁rat	-4301	▁rat
-627	▁immuno	-26445	▁immuno
-628	▁series	-204	▁series
-629	▁carcinomas	--unknown--
-630	▁sensitivity	-16202,-199	▁sensitiv,ity
-631	▁shown	-7049,-21767	▁sh,own
-632	▁combination	-2830	▁combination
-633	▁severity	-7440,-199	▁sever,ity
-634	▁agents	-497,-14236	▁age,nts
-635	▁based	-390,-12	▁bas,ed
-636	▁obstruction	-23218	▁obstruction
-637	▁clinically	-4992,-34	▁clinical,ly
-638	▁bowel	-8667,-893	▁bow,el
-639	▁conditions	-751,-24380,-13826	▁c,ondi,tions
-640	i	-88	i
-641	▁episodes	-31619,-81	▁episod,es
-642	▁ml	--unknown--
-643	▁Dur	-322	▁Dur
-644	▁discussed	-2500,-12	▁discuss,ed
-645	▁produced	-522,-12	▁produc,ed
-646	▁receiving	-248,-21	▁receiv,ing
-647	▁recovery	-341,-23970	▁re,covery
-648	▁under	-130	▁under
-649	▁head	-463	▁head
-650	▁tachycardia	-213,-26613,-19983	▁t,achyc,ardia
-651	▁radiation	-8425	▁radiation
-652	▁ulcer	-25335	▁ulcer
-653	▁usual	-1120	▁usual
-654	▁times	-801	▁times
-655	one	-743	one
-656	▁catheter	-3580,-3887,-1754	▁cat,he,ter
-657	▁drugs	-4839	▁drugs
-658	▁oxygen	-4385	▁oxygen
-659	▁systolic	-15,-8,-22,-86,-7028	▁,s,y,st,olic
-660	▁up	-105	▁up
-661	▁better	-1258	▁better
-662	▁lymph	-19677	▁lymph
-663	▁60	-1951	▁60
-664	▁again	-102	▁again
-665	▁benign	-20748	▁benign
-666	▁esophageal	-15,-81,-30822,-38,-71	▁,es,ophag,e,al
-667	magnetic	-162,-14646,-1944	m,agne,tic
-668	▁active	-942	▁active
-669	▁made	-121	▁made
-670	▁colon	-8614	▁colon
-671	▁efficacy	-15,-8480,-29519,-776	▁,ef,fica,cy
-672	▁detection	-3585,-92	▁detect,ion
-673	▁tests	--unknown--
-674	▁additional	-1284	▁additional
-675	▁resulted	-396,-12	▁result,ed
-676	▁techniques	-10488,-1941,-15643,-81	▁tech,ni,qu,es
-677	▁CT	-18771	▁CT
-678	▁several	-262	▁several
-679	es	-81	es
-680	(	-32	(
-681	▁describe	-1581	▁describe
-682	▁prognostic	-25602,-1944	▁prognos,tic
-683	▁analyzed	-11073,-12	▁analyz,ed
-684	▁U	-156	▁U
-685	▁relationship	-1279	▁relationship
-686	▁successful	-739	▁successful
-687	▁distal	-17820	▁distal
-688	▁reperfusion	-341,-4431,-17074	▁re,per,fusion
-689	▁median	-21967,-193	▁medi,an
-690	▁histologic	-2004,-16172,-7420,-215	▁h,isto,log,ic
-691	▁bile	-15,-19835	▁,bile
-692	able	-210	able
-693	▁known	-15,-157	▁,known
-694	▁22	-581	▁22
-695	▁although	-422,-454	▁al,though
-696	▁isolated	-4582,-12	▁isolat,ed
-697	▁damage	-2123	▁damage
-698	▁For	-455	▁For
-699	▁phase	-2641	▁phase
-700	▁sodium	-19296	▁sodium
-701	▁prevent	-1257	▁prevent
-702	T	-1774	T
-703	▁III	-2561	▁III
-704	▁various	-543	▁various
-705	▁side	-446	▁side
-706	▁disorders	-5289,-7216,-545	▁dis,ord,ers
-707	▁region	-495	▁region
-708	▁investigated	-5634,-12	▁investigat,ed
-709	▁baseline	-471,-1516	▁base,line
-710	▁h	-2004	▁h
-711	▁signs	--unknown--
-712	▁necrosis	-4590,-502,-1671,-1600	▁ne,c,ro,sis
-713	I	-1593	I
-714	▁literature	-1714,-2614	▁l,iterature
-715	▁fraction	-9277	▁fraction
-716	▁confirmed	-1677,-12	▁confirm,ed
-717	▁formation	-1798	▁formation
-718	▁involved	-728,-12	▁involv,ed
-719	▁duct	-15,-11573	▁,duct
-720	▁computed	-17922,-12	▁comput,ed
-721	▁min	-2288	▁min
-722	A	-305	A
-723	▁Three	-1604	▁Three
-724	▁sites	-4802,-81	▁sit,es
-725	▁disorder	-4949	▁disorder
-726	▁causes	-1036,-81	▁caus,es
-727	▁healthy	-10594,-55,-4555	▁heal,t,hy
-728	▁administered	-5024,-12	▁administer,ed
-729	▁cardiovascular	-19343,-8329,-3584	▁cardio,vas,cular
-730	▁biliary	-983,-12065,-254	▁b,ilia,ry
-731	▁operative	-11916	▁operative
-732	▁prognosis	-25602,-504	▁prognos,is
-733	▁involvement	-17,-3890	▁in,volvement
-734	▁general	-418	▁general
-735	▁mechanisms	--unknown--
-736	▁partial	-2245	▁partial
-737	▁prevalence	-8392,-192	▁prevalen,ce
-738	▁intravenous	-13331,-12966	▁intra,venous
-739	▁testing	-959,-21	▁test,ing
-740	▁laser	-10787	▁laser
-741	in	-143	in
-742	▁does	-693	▁does
-743	▁dogs	--unknown--
-744	gastrointestinal	-2394,-18237,-143,-13378,-18560	ga,stro,in,test,inal
-745	▁achieved	-2880,-12	▁achiev,ed
-746	C	-551	C
-747	▁many	-206	▁many
-748	▁glucose	-1496,-75,-10128,-4574	▁g,l,uc,ose
-749	▁noted	-67,-12	▁not,ed
-750	▁advanced	-2550,-12	▁advanc,ed
-751	▁node	-13309	▁node
-752	▁evaluate	-10426	▁evaluate
-753	▁regard	-1135	▁regard
-754	▁information	-1082	▁information
-755	▁When	-395	▁When
-756	▁likely	-268,-34	▁like,ly
-757	▁characteristics	--unknown--
-758	▁elderly	-4572,-34	▁elder,ly
-759	D	-524	D
-760	▁replacement	-4029	▁replacement
-761	▁criteria	-751,-18106,-2728	▁c,rite,ria
-762	▁suggests	--unknown--
-763	▁neck	-4701	▁neck
-764	▁Our	-4868	▁Our
-765	▁fibrillation	-27650,-17200	▁fibril,lation
-766	▁monitoring	-4526,-21	▁monitor,ing
-767	▁occur	-2059	▁occur
-768	▁platelet	-5722,-5049	▁plate,let
-769	▁symptomatic	-3592,-4353	▁symptom,atic
-770	▁n	--unknown--
